F1_in_air_time;F2_on_paper_time;F3_total_time;F4_stroke_count;duty_cycle;path_length;median_acceleration;median_speed;p95_speed;stop_ratio;straightness;dominant_angle;direction_concentration;mean_pressure;width;height;aspect_ratio;ink_density;id;user
20314;11428;31742;34;0.36002772352088713;1.325.239.308.029.560;0.0;4.952.838.806.674.200;15.862.635.585.087.000;0.12070128118678354;0.03550271383941357;31.158.365.332.316.000;43.237.873.221.201.000;5.329.591.298.615.680;8024;7461;10.754.590.537.461.400;0.0028115574667455165;v00024s00001_hw00006;
11017;9946;20963;22;0.4744549921289892;6.967.387.447.518.340;0.0;2.625;9.126.706.175.153.740;0.14923076923076922;0.037396453325749625;13.708.519.298.549.900;0.3539870282981835;4.748.177.004.538.570;4163;3957;10.520.596.411.422.700;0.005377382750627494;v00025s00001_hw00006;
12494;10926;23420;22;0.46652433817250216;1.357.019.805.394.550;0.0;6.457.869.309.225.710;1.532.315.409.089.720;0.11048951048951049;0.035607391003044137;-18.783.268.429.657.400;10.329.402.543.914.900;5.337.169.421.487.600;8687;8479;1.024.531.194.716.350;0.0023454735404709734;v00026s00001_hw00006;
13273;14407;27680;27;0.5204841040462428;10.371.252.300.072.900;0.0;3.293.174.930.547.900;10.375.564.738.542.600;0.11823966065747614;0.04189984826516462;692.669.621.637.629;0.21961339107258;4.331.667.537.898.580;7337;7100;1.033.380.281.690.140;0.002493687350757739;v00027s00001_hw00006;
27190;13693;40883;43;0.334931389575129;22.041.217.527.906.800;-0.013977720974934327;4.909.382.936.411.300;14.127.188.177.378.300;0.11605633802816902;0.01959174030392572;-31.946.052.321.878.900;13.002.192.198.123.800;35.612.046.204.620.400;7812;7681;1.017.055.070.954.300;0.004623995675818289;v00028s00001_hw00006;
12795;13763;26558;26;0.5182242638752919;10.179.892.690.869.900;0.0;33.000.946.956.110.200;8.031.824.455.354.620;0.14095449500554938;0.0379357687983328;35.372.288.017.422;29.912.375.751.127.300;6.816.022.975.929.970;5984;6027;0.9928654388584702;0.0034340909004908667;v00029s00001_hw00006;
16265;9071;25336;19;0.3580281023050205;8.246.248.265.490.780;0.0;4.900.683.460.201.050;10.303.060.734.012.900;0.10792580101180438;0.030569133207976325;9.184.819.136.489.560;976.047.782.648.651;7.353.875.518.672.190;5366;5497;0.9761688193560124;0.003503502553936866;v00030s00001_hw00006;
24517;13068;37585;26;0.34769189836370895;15.155.185.083.520.800;0.0;35.022.086.689.268.400;8.355.683.197.785.560;0.13348946135831383;0.022204739618676136;15.100.747.191.271.000;1.600.052.467.602.430;3.711.701.268.742.790;6805;6935;0.9812545061283345;0.003977255489597475;v00031s00001_hw00006;
15025;13114;28139;25;0.46604356942322045;10.616.479.369.177.600;-0.010843849986759135;40.025.502.074.634;9.914.311.844.562.160;0.10483401281304601;0.028918597784328093;31.463.018.776.387.800;7.030.121.466.367.020;48.314.695.752.009.100;6100;5870;1.039.182.282.793.860;0.003749366905878471;v00032s00001_hw00006;
15495;9206;24701;29;0.3726974616412291;7.348.757.969.002.830;0.0;38.830.561.417.522.600;7.142.857.142.857.140;0.08298407376362113;0.031026907299297107;8.248.110.131.728.420;2.329.441.913.468.670;43.836.497.545.008.100;3478;4570;0.7610503282275711;0.005900219552563996;v00033s00001_hw00006;
17355;15814;33169;21;0.4767704784588019;854.777.616.683.178;0.0;28.731.687.885.528.400;524.575.429.935.871;0.07060518731988473;0.04441673848072888;-7.688.130.406.797.170;11.860.618.713.534.200;6.232.211.126.961.480;5363;5605;0.9568242640499554;0.003599249673570194;v00034s00001_hw00006;
9583;11183;20766;23;0.5385245112202639;15.577.410.993.049.800;-0.020730320565983007;55.567.572.396.504.900;1.056.494.148.618.260;0.08407382091592618;0.032544407531293326;-1.610.591.366.745.680;5.952.092.703.467.230;5.729.118.438.761.770;7419;6877;10.788.134.360.913.100;0.0038369774177285953;v00035s00001_hw00006;
10621;9148;19769;21;0.46274470130001516;973.233.861.142.354;-0.03502502522441642;4.088.310.101.335.920;11.075.978.234.651.100;0.05778894472361809;0.03583943524968294;24.657.099.391.378.900;15.123.247.284.471.900;43.534.567.901.234.500;5336;5950;0.8968067226890756;0.004020163654219602;v00036s00001_hw00006;
29480;16500;45980;27;0.3588516746411483;729.846.053.259.329;0.0;21.092.604.371.762;6.465.096.743.135.400;0.22032332563510393;0.028000425578248878;19.922.318.135.295.800;2.806.993.546.499.180;5.392.910.583.941.600;3463;3365;10.291.233.283.803.800;0.007841685450490576;v00037s00001_hw00006;
15374;11786;27160;30;0.43394698085419736;15.311.457.819.197.200;-0.028442124690433168;5.491.470.659.122.190;14.168.624.019.833.900;0.10677083333333333;0.036089951854147366;-3.662.947.224.683.090;7.828.621.450.128.160;26.999.936.143.039.500;7596;9205;0.8252036936447583;0.0027842747676069687;v00038s00001_hw00006;
32497;12178;44675;27;0.27259093452714045;137.403.585.349.072;0.0;3.232.488.142.567.070;13.834.415.851.763.700;0.18376337319068597;0.018173931811062707;-9.094.278.383.645.860;13.456.583.757.991.700;3.454.870.049.504.950;4661;5662;0.8232073472271282;0.006867564270668435;v00039s00001_hw00006;
22044;11235;33279;27;0.33760028847020646;14.795.564.990.750.100;-0.017857142857142905;5.439.837.932.759.930;933.691.796.281.714;0.04368600682593857;0.005169072195907585;-10.268.354.095.316.900;0.776466464287781;4.124.892.761.394.100;7978;8421;0.9473934212088826;0.0029634985611307007;v00040s00001_hw00006;
16240;12551;28791;27;0.43593484074884514;8.988.484.674.012.070;0.0;35.556.895.680.275.700;783.310.730.054.434;0.22195121951219512;0.0376261908032183;-2.784.668.185.065.120;4.897.634.132.622.050;4.750.599.880.023.990;5177;5662;0.9143412221829742;0.003859568769696358;v00041s00001_hw00006;
13275;10075;23350;24;0.43147751605995716;13.596.470.688.363.200;0.0;587.632.963.677.158;11.154.378.585.978.700;0.08904109589041095;0.04413243912344537;4.405.104.549.263.270;23.297.054.858.073.900;2.564.887.892.376.680;8137;8034;10.128.205.128.205.100;0.0026318955198356268;v00042s00001_hw00006;
18301;9398;27699;23;0.33929022708401024;11.754.134.771.907.400;0.0;4.685.803.312.270.310;10.730.461.824.470.000;0.0923202614379085;0.04269523903903187;9.574.527.552.973.260;2.154.203.178.263.430;5.467.056.936.647.950;6748;7086;0.952300310471352;0.003233895294446717;v00043s00001_hw00006;
10254;6611;16865;26;0.39199525644826566;12.452.206.244.074.300;0.0;7.0;24.959.538.701.073.600;0.07050528789659224;0.05172838178104538;7.106.479.442.203.750;0.6294561248721344;5.252.976.054.732.040;8618;8609;10.010.454.175.862.400;0.002123784435233106;v00044s00001_hw00006;
18125;13921;32046;30;0.4344067902390314;16.670.736.035.752.700;0.0;4.272.001.872.658.760;9.602.082.768.843.490;0.09290819131390875;0.027717647632482287;-150.482.002.894.526;18.213.715.204.264.300;4.951.157.382.368.840;7539;7147;10.548.481.880.509.300;0.003960614705344226;v00045s00001_hw00006;
20350;13117;33467;22;0.39193832730749695;14.729.469.169.309.700;0.0;4.791.258.105.841.870;8.715.769.852.734.700;0.05755813953488372;0.04251606982084725;9.188.249.724.966.950;5.014.032.133.898.710;597.288.748.564.868;8556;7879;10.859.246.097.220.400;0.002749168273240092;v00046s00001_hw00006;
25811;11649;37460;27;0.3109717031500267;15.486.837.243.478.400;-0.021771502233097095;5.0;10.0;0.0625;0.030181816574741765;15.341.620.485.129.800;17.413.077.909.076.000;43.017.517.776.341.300;5937;6351;0.9348134152102031;0.005269038674248172;v00047s00001_hw00006;
25693;12566;38259;35;0.32844559450064037;17.895.921.324.862.300;-0.029061017820884272;6.036.993.621.402.050;10.281.694.736.647.500;0.05392156862745098;0.02921186883987351;52.186.401.500.972.800;2.720.346.685.813.780;40.852.909.418.116.300;7396;6978;1.059.902.550.874.170;0.004452639442605112;v00048s00001_hw00006;
16012;14212;30224;24;0.47022233986236106;10.793.959.687.239.500;0.0;36.443.449.342.783.100;9.212.741.770.228.960;0.17479892761394103;0.04504069636610793;13.263.735.399.542.400;18.300.215.255.421.600;47.682.053.996.823.700;6490;7382;0.8791655377946356;0.0028328127302469936;v00049s00001_hw00006;
24578;21790;46368;26;0.4699361628709455;12.214.832.332.711.900;0.0;3.190.635.010.497.590;9.638.187.524.902.790;0.16202090592334495;0.019651437786737024;1.602.937.280.167.910;17.861.454.867.866.000;5.294.502.762.430.930;3988;3759;10.609.204.575.685.000;0.009981606162344937;v00050s00001_hw00006;
37720;15855;53575;33;0.29594027064862344;20.858.451.437.150.500;0.0;429.071.217.753.709;15.096.439.221.009.000;0.13886210221793635;0.018427884432005513;-430.500.540.476.266;6.971.396.680.816.030;4.712.330.327.479.820;6360;6534;0.9733700642791552;0.0062442936882853815;v00051s00001_hw00006;
41659;15624;57283;38;0.272751077981251;18.243.017.321.189.300;0.0;27.737.839.769.925.100;11.445.433.922.816.200;0.2742014742014742;0.029539514142157355;12.059.428.949.478.500;211.510.567.937.266;38.505.306.319.343.900;9152;9655;0.9479026411185913;0.00257046706512969;v00052s00001_hw00006;
14280;7631;21911;19;0.34827255716306876;756.696.002.599.668;0.0;4.751.644.452.187.050;9.193.378.380.699.840;0.09356136820925554;0.053076367947905524;-17.258.359.796.888.500;253.171.575.046.056;6.459.901.283.316.880;5248;5518;0.9510692279811526;0.0033459832505820545;v00053s00001_hw00006;
21566;12355;33921;29;0.36422864891954837;1.538.131.539.021.400;0.0;4.625;9.904.010.867.530.730;0.09807572936064556;0.019875813703231583;426.675.364.900.801;19.883.798.790.452.300;4.310.548.780.487.800;5043;6847;0.7365269461077845;0.005807277251617511;v00054s00001_hw00006;
31192;18777;49969;31;0.3757729792471332;21.885.978.394.042.500;0.0;3.684.845.253.724.440;10.404.724.343.090.600;0.22502030869212022;0.01867171546117255;-3.154.628.708.988.310;7.257.590.719.764.060;5.293.513.838.748.490;7461;7905;0.9438330170777989;0.004673501267360705;v00055s00001_hw00006;
31518;18910;50428;40;0.374990084873483;13.358.365.415.976.100;0.0;16.298.006.013.006.600;5.714.285.714.285.710;0.20501415285078853;0.018595711775358063;-4.465.541.890.164.540;9.618.965.928.914.130;3.297.449.263.828.090;3448;3782;0.9116869381279746;0.012542479036052821;v00056s00001_hw00006;
20004;13452;33456;24;0.4020803443328551;8.799.639.402.784.690;0.0;3.0;10.712.871.930.532.900;0.1902328222600795;0.03446137099461419;-11.501.344.181.484.100;705.156.877.180.139;37.686.050.420.168.000;5190;5981;0.8677478682494566;0.0036108997599554765;v00057s00001_hw00006;
22865;12187;35052;27;0.3476834417436951;10.660.107.407.181.800;0.0;37.142.857.142.857.100;10.114.938.374.519.700;0.13944723618090452;0.028565649301582997;31.357.832.914.780.000;5.191.400.598.423.340;6.873.953.057.442.860;5690;6223;0.9143499919652901;0.003737472679536458;v00058s00001_hw00006;
18236;11124;29360;29;0.37888283378746596;15.668.137.772.243.000;0.0;676.040.864.149.498;13.926.325.364.655.000;0.1271596406357982;0.04277970998647322;-620.709.523.685.366;18.685.222.917.945.600;5.505.853.658.536.580;8903;10259;0.867823374597914;0.0022064858682171343;v00059s00001_hw00006;
14573;13819;28392;23;0.4867216117216117;9.083.143.033.527.550;-0.006205788526811973;29.450.754.468.697.500;6.834.776.725.972.980;0.09316427783902977;0.041579555120547375;-37.096.049.638.960.700;6.587.734.011.794.370;3.957.991.290.146.970;4126;5341;0.7725145103913125;0.005239717653597327;v00060s00001_hw00006;
30948;13091;44039;34;0.29725924748518356;20.112.781.275.326.200;-0.00034597513090905974;5.430.450.802.499.480;13.008.599.539.398.000;0.1718475073313783;0.016621137734273664;52.596.770.104.704.600;6.160.559.384.533.850;48.170.212.765.957.400;8808;8600;1.024.186.046.511.620;0.0034209344115865075;v00061s00001_hw00006;
17749;10921;28670;23;0.3809208231600977;7.690.827.060.399;0.0;3.003.399.434.518.370;9.030.040.129.668.790;0.15546218487394958;0.04237276256055347;5.012.579.608.321.350;31.143.854.174.378.300;7.211.626.464.507.230;5029;5014;1.002.991.623.454.320;0.0037962722100425765;v00062s00001_hw00006;
8766;13334;22100;18;0.6033484162895928;12.583.447.773.724.500;-0.020026634782135844;6.144.518.047.887.590;11.990.642.610.139.000;0.11737891737891738;0.02960778108299056;8.523.688.695.486.590;41.420.344.877.180.600;7.901.731.528.482.790;8310;9395;0.8845130388504524;0.002119240656041988;v00063s00001_hw00006;
25152;9864;35016;23;0.28169979437971215;9.441.965.909.971.090;0.0;3.502.231.431.530.470;12.957.526.371.098.700;0.1250971250971251;0.04700366911254988;-581.818.599.578.308;3.687.739.205.868.780;33.741.603.053.435.100;7024;7976;0.880641925777332;0.0021043779956979995;v00064s00001_hw00006;
45943;12652;58595;30;0.21592286031231334;21.633.086.117.675.400;0.0;4.285.714.285.714.280;177.680.366.107.232;0.3875685557586837;0.018478919209046506;-62.333.948.289.470.900;2.945.496.331.558.280;4.635.505.685.218.430;6036;7145;0.8447865640307908;0.006529702366127195;v00065s00001_hw00006;
38953;15995;54948;29;0.29109339739389967;2.368.944.079.657.910;0.0;36.618.081.093.398.400;11.143.446.348.706.500;0.04532442748091603;0.0025802961118268335;-10.268.418.723.021.500;6.500.047.186.849.130;5.046.771.764.705.880;7177;6518;11.011.046.333.231.000;0.006284521626276059;v00066s00001_hw00006;
26782;16766;43548;28;0.3850004592633416;176.762.908.459.781;0.0;33.000.946.956.110.200;8.481.191.399.680.880;0.12369258753979082;0.02674141390486753;7.954.375.099.795.600;2.560.599.265.158.690;41.740.098.787.606.600;6469;7138;0.9062762678621462;0.0047019524568176745;v00067s00001_hw00006;
83909;35564;119473;44;0.2976739514367263;29.283.068.096.694.600;0.0;29.146.006.918.806.900;9.143.502.787.645.030;0.16282051282051282;0.013975622072810355;10.331.223.520.333.700;17.400.458.424.939.800;6.601.483.911.939.030;7212;7130;1.011.500.701.262.270;0.007216582752499656;v00068s00001_hw00006;
17717;9302;27019;24;0.3442762500462637;96.531.900.672.002;-0.002231472543912094;447.213.595.499.958;8.907.486.779.465.300;0.11890999174236168;0.03187947243041037;2.117.882.867.297.760;4.658.860.495.149.250;38.136.275.303.643.700;5544;6093;0.9098966026587888;0.0036872778821026705;v00069s00001_hw00006;
20223;13836;34059;31;0.4062362371179424;10.905.485.318.434.900;0.0;3.599.045.012.221.990;1.080.834.343.474.320;0.1018262313226342;0.02674601885573822;4.143.331.808.544.660;3.672.650.487.209.280;456.892.274.211.099;6366;6507;0.9783310281235592;0.003307621018225743;v00070s00001_hw00006;
22437;8960;31397;28;0.28537758384559037;1.935.973.772.719.900;-0.05413425910549474;6.125;19.294.186.300.541.400;0.09474590869939707;0.021656744186186055;16.053.186.904.589.100;5.564.960.461.182.670;48.962.068.965.517.200;9494;9001;10.547.716.920.342.100;0.002970330670665187;v00071s00001_hw00006;
40328;37234;77562;46;0.4800546659446636;22.358.960.725.846.200;0.0;1.625;39.408.897.783.239.200;0.15320277437780497;0.009862077563263225;-13.603.615.971.435.200;42.048.393.266.515.400;25.489.349.232.012.900;6101;6292;0.9696439923712651;0.007284450107300351;v00072s00001_hw00006;
110005;10603;120608;29;0.08791290793313876;39.929.004.781.196.100;0.0;5.492.064.593.879.510;12.432.934.375.150.000;0.0501453488372093;0.019059169564739766;-1.836.784.775.665.760;2.221.351.020.162.290;23.513.238.434.163.700;9124;9940;0.917907444668008;0.005705709635200538;v00073s00001_hw00006;
15639;14424;30063;22;0.47979243588464227;11.411.752.418.222.500;0.0;34.865.814.202.453.300;897.497.134.305.496;0.09297411516111992;0.03535177081621165;-34.890.469.198.306.800;5.479.844.386.430.030;31.490.966.057.441.200;5766;7451;0.7738558582740572;0.0033568125338729483;v00074s00001_hw00006;
16298;13527;29825;24;0.45354568315171834;9.518.051.714.148.980;0.0;35.714.285.714.285.700;895.775.856.349.375;0.14156796390298929;0.039784725841997;-2.341.248.052.877.030;8.696.406.613.858.800;6.067.100.723.427.930;5779;5242;1.102.441.816.100.720;0.003976110263292007;v00075s00001_hw00006;
11544;12547;24091;21;0.5208169025777262;9.595.455.888.514.250;0.0;47.487.914.681.699.000;8.437.969.256.272.370;0.151183970856102;0.03207015960203382;17.128.696.581.487.200;18.427.436.324.144.900;6.798.219.424.460.430;7302;7535;0.9690776376907764;0.0022035368216907865;v00076s00001_hw00006;
12081;9615;21696;24;0.44316924778761063;926.061.043.083.496;0.0;4.585.132.143.592.040;11.085.937.981.499.200;0.051118210862619806;0.05637254458278818;393.869.996.634.786;11.524.125.428.708.600;471.044.670.846.395;6858;7583;0.9043914018198602;0.0022219451739340784;v00077s00001_hw00006;
24669;11080;35749;23;0.3099387395451621;1.868.678.253.096.070;-0.01785714285714285;6.576.473.218.982.950;18.698.841.554.398.800;0.060041407867494824;0.03119585100648173;4.862.881.657.625.420;6.189.612.997.963.520;50.220.516.304.347.800;9848;9802;10.046.929.198.122.800;0.0024481256683711074;v00078s00001_hw00006;
11798;9306;21104;25;0.440959059893859;10.456.351.157.147.300;0.0;36.763.602.924.631.800;1.339.662.808.998.180;0.10900082576383155;0.03788382194551842;-8.257.385.752.843.660;10.383.761.949.155.000;566.995.145.631.068;5622;5465;10.287.282.708.142.700;0.004232368561166424;v00079s00001_hw00006;
14408;9654;24062;26;0.4012135317097498;14.562.127.411.242.700;0.0;7.572.776.160.399.180;14.938.469.399.219.700;0.07250996015936255;0.03422900958987846;4.847.709.303.631.960;5.865.686.564.941.500;44.773.770.491.803.200;6660;6551;10.166.386.811.173.800;0.00396706163844852;v00080s00001_hw00006;
9904;10803;20707;22;0.5217076350992418;10.307.607.798.241.200;-0.01890847326867362;5.162.814.696.306.870;10.767.824.802.508.800;0.09900990099009901;0.05007265658594664;-3.705.443.953.835.770;240.401.275.429.222;50.278.551.532.033.400;7566;7384;10.246.478.873.239.400;0.002412989135843068;v00081s00001_hw00006;
20215;11471;31686;23;0.3620210818658082;10.656.165.572.252.800;0.0;32.885.275.094.916.400;837.214.719.275.765;0.128;0.028081187334835177;-3.260.251.984.758.120;6.694.605.712.073.490;5.292.271.831.910.700;4918;4886;10.065.493.246.009.000;0.0053560057866947645;v00082s00001_hw00006;
13384;7837;21221;23;0.36930399132934355;1.213.906.373.646.300;-0.06162865916962623;54.848.842.455.823.700;17.527.545.267.857.300;0.05992141453831041;0.02772510978964427;300.234.386.142.541;7.498.980.055.225.330;28.580.211.335.254.500;7320;7745;0.9451258876694641;0.0027277887387281625;v00083s00001_hw00006;
23005;14391;37396;40;0.38482725425179165;9.496.585.367.292.670;-0.025840896038866745;3.181.980.515.339.460;6.25;0.12506680919294494;0.029354339931159663;5.240.225.357.194.390;13.035.766.488.741.600;480.101.517.530.089;4082;4500;0.9071111111111111;0.006680655620129843;v00084s00001_hw00006;
98064;17537;115601;65;0.15170283994083097;28.338.936.879.182.500;0.0;34.285.714.285.714.200;7.174.216.873.994.120;0.10579902611775122;0.010647375932244362;10.900.263.786.657.000;1.485.805.230.134.110;5.228.369.191.049.910;6047;5235;11.551.098.376.313.200;0.011327838291233655;v00085s00001_hw00006;
19925;23323;43248;24;0.5392850536440992;11.747.167.381.100.200;0.0;2.125;5.142.857.142.857.140;0.11967479674796748;0.031038296807334824;0.5955978310734604;6.028.636.174.319.070;3.379.961.277.831.550;5174;5256;0.9843987823439878;0.005241157109421135;v00086s00001_hw00006;
53931;27362;81293;35;0.3365849458132927;2.681.671.519.094.420;0.0;19.430.672.155.336.300;5.589.803.000.243.890;0.22484713729849917;0.01680741156865579;192.418.411.404.062;21.287.732.615.384.800;3.962.507.569.501.780;6824;6648;102.647.412.755.716;0.007289400380023333;v00087s00001_hw00006;
38813;18593;57406;30;0.3238860049472181;14.407.824.566.437.800;0.0;2.575.393.768.188.560;9.288.311.656.834.770;0.16584158415841585;0.023815625884656955;-0.78069807797434;17.787.195.953.647.200;6.873.386.308.068.450;5447;5772;0.9436936936936937;0.0057647996584442055;v00088s00001_hw00006;
14374;14807;29181;26;0.5074192111305301;13.633.616.383.724.100;0.0;4.25;9.276.987.657.639.730;0.1437403400309119;0.018596791064247404;17.438.641.746.442.900;3.467.632.843.624.010;5.416.990.340.620.230;5747;6141;0.93584106822993;0.004650063618277001;v00089s00001_hw00006;
